ZCTA,TotalPopulation,Population_25to34Years,Population_55to59Years,Population_45to54Years,25to34Years (%),55to59Years (%),45to54Years (%)
ZCTA5 99569,44,5,6,1,11.4,13.6,2.3
ZCTA5 99571,142,12,7,50,8.5,4.9,35.2
ZCTA5 99572,488,64,8,39,13.1,1.6,8.0
ZCTA5 99573,527,57,44,37,10.8,8.3,7.0
ZCTA5 99574,2903,596,153,475,20.5,5.3,16.4
ZCTA5 99575,75,12,4,15,16.0,5.3,20.0
ZCTA5 99576,2499,393,168,255,15.7,6.7,10.2
ZCTA5 99577,28462,5026,1858,3302,17.7,6.5,11.6
ZCTA5 99578,549,85,21,67,15.5,3.8,12.2
ZCTA5 99579,58,0,1,23,0.0,1.7,39.7
ZCTA5 99580,78,7,10,9,9.0,12.8,11.5
ZCTA5 99581,866,118,58,83,13.6,6.7,9.6
ZCTA5 99583,56,2,4,3,3.6,7.1,5.4
ZCTA5 99585,261,47,7,21,18.0,2.7,8.0
ZCTA5 99586,332,23,35,94,6.9,10.5,28.3
ZCTA5 99587,1742,301,103,207,17.3,5.9,11.9
ZCTA5 99588,906,103,71,88,11.4,7.8,9.7
ZCTA5 99589,182,34,16,15,18.7,8.8,8.2
ZCTA5 99590,183,30,6,12,16.4,3.3,6.6
ZCTA5 99591,76,18,8,7,23.7,10.5,9.2
ZCTA5 99602,220,45,14,18,20.5,6.4,8.2
ZCTA5 99603,10597,1523,875,1170,14.4,8.3,11.0
ZCTA5 99604,1141,182,40,108,16.0,3.5,9.5
ZCTA5 99605,102,12,16,43,11.8,15.7,42.2
ZCTA5 99606,366,73,24,47,19.9,6.6,12.8
ZCTA5 99607,236,43,16,20,18.2,6.8,8.5
ZCTA5 99609,543,76,32,47,14.0,5.9,8.7
ZCTA5 99610,2101,201,157,245,9.6,7.5,11.7
ZCTA5 99611,15366,1978,1520,1601,12.9,9.9,10.4
ZCTA5 99612,1147,153,121,247,13.3,10.5,21.5
ZCTA5 99613,439,57,40,43,13.0,9.1,9.8
ZCTA5 99614,511,63,27,72,12.3,5.3,14.1
ZCTA5 99615,12839,2396,740,1431,18.7,5.8,11.1
ZCTA5 99620,853,133,54,69,15.6,6.3,8.1
ZCTA5 99621,613,98,28,62,16.0,4.6,10.1
ZCTA5 99622,399,41,21,34,10.3,5.3,8.5
ZCTA5 99624,42,7,6,2,16.7,14.3,4.8
ZCTA5 99625,67,4,1,7,6.0,1.5,10.4
ZCTA5 99626,270,34,13,13,12.6,4.8,4.8
ZCTA5 99627,379,54,27,53,14.2,7.1,14.0
ZCTA5 99628,733,137,30,78,18.7,4.1,10.6
ZCTA5 99630,248,37,25,42,14.9,10.1,16.9
ZCTA5 99631,331,83,60,53,25.1,18.1,16.0
ZCTA5 99632,784,171,77,78,21.8,9.8,9.9
ZCTA5 99633,468,48,57,96,10.3,12.2,20.5
ZCTA5 99634,400,51,19,50,12.8,4.8,12.5
ZCTA5 99636,546,71,16,42,13.0,2.9,7.7
ZCTA5 99637,546,78,36,67,14.3,6.6,12.3
ZCTA5 99638,21,4,1,1,19.0,4.8,4.8
ZCTA5 99639,1111,101,124,95,9.1,11.2,8.6
ZCTA5 99640,138,19,15,21,13.8,10.9,15.2
ZCTA5 99641,990,153,36,69,15.5,3.6,7.0
ZCTA5 99643,231,21,29,25,9.1,12.6,10.8
ZCTA5 99644,161,25,14,36,15.5,8.7,22.4
ZCTA5 99645,30540,4430,2153,3877,14.5,7.0,12.7
ZCTA5 99647,31,14,14,0,45.2,45.2,0.0
ZCTA5 99648,97,2,4,17,2.1,4.1,17.5
ZCTA5 99649,110,41,8,12,37.3,7.3,10.9
ZCTA5 99650,573,94,17,47,16.4,3.0,8.2
ZCTA5 99651,13,2,0,4,15.4,0.0,30.8
ZCTA5 99652,3079,367,370,449,11.9,12.0,14.6
ZCTA5 99653,134,13,1,10,9.7,0.7,7.5
ZCTA5 99654,64062,9588,4316,7888,15.0,6.7,12.3
ZCTA5 99655,876,237,31,65,27.1,3.5,7.4
ZCTA5 99656,23,3,0,0,13.0,0.0,0.0
ZCTA5 99657,257,49,7,19,19.1,2.7,7.4
ZCTA5 99658,902,118,49,120,13.1,5.4,13.3
ZCTA5 99659,427,66,8,29,15.5,1.9,6.8
ZCTA5 99660,395,44,43,62,11.1,10.9,15.7
ZCTA5 99661,1309,184,98,314,14.1,7.5,24.0
ZCTA5 99662,605,88,23,30,14.5,3.8,5.0
ZCTA5 99663,365,27,25,70,7.4,6.8,19.2
ZCTA5 99664,4309,696,220,637,16.2,5.1,14.8
ZCTA5 99665,61,12,4,6,19.7,6.6,9.8
ZCTA5 99666,158,15,9,9,9.5,5.7,5.7
ZCTA5 99667,83,0,23,0,0.0,27.7,0.0
ZCTA5 99668,94,17,5,10,18.1,5.3,10.6
ZCTA5 99669,17014,1835,1127,2556,10.8,6.6,15.0
ZCTA5 99670,46,0,10,12,0.0,21.7,26.1
ZCTA5 99671,615,80,40,50,13.0,6.5,8.1
ZCTA5 99672,3190,377,390,330,11.8,12.2,10.3
ZCTA5 99674,1401,150,132,175,10.7,9.4,12.5
ZCTA5 99676,1721,99,72,243,5.8,4.2,14.1
ZCTA5 99677,73,26,8,4,35.6,11.0,5.5
ZCTA5 99678,882,85,48,97,9.6,5.4,11.0
ZCTA5 99679,319,32,24,47,10.0,7.5,14.7
ZCTA5 99680,675,81,12,64,12.0,1.8,9.5
ZCTA5 99681,401,64,13,49,16.0,3.2,12.2
ZCTA5 99682,526,58,17,61,11.0,3.2,11.6
ZCTA5 99683,416,25,34,104,6.0,8.2,25.0
ZCTA5 99684,713,71,134,69,10.0,18.8,9.7
ZCTA5 99685,4505,796,381,892,17.7,8.5,19.8
ZCTA5 99686,3869,655,201,510,16.9,5.2,13.2
ZCTA5 99688,2541,279,243,337,11.0,9.6,13.3
ZCTA5 99689,649,100,32,93,15.4,4.9,14.3
ZCTA5 99690,175,21,9,28,12.0,5.1,16.0
ZCTA5 99691,143,35,7,14,24.5,4.9,9.8
ZCTA5 99692,219,58,0,19,26.5,0.0,8.7
ZCTA5 99693,318,49,30,34,15.4,9.4,10.7
ZCTA5 99694,1495,156,132,235,10.4,8.8,15.7
ZCTA5 99695,0,0,0,0,,,
ZCTA5 99701,17258,3204,1274,1802,18.6,7.4,10.4
ZCTA5 99702,3267,930,0,116,28.5,0.0,3.6
ZCTA5 99703,9117,2254,19,186,24.7,0.2,2.0
ZCTA5 99704,52,10,0,0,19.2,0.0,0.0
ZCTA5 99705,23131,4288,1190,2472,18.5,5.1,10.7
ZCTA5 99706,7,0,0,2,0.0,0.0,28.6
ZCTA5 99709,29288,5494,1844,3827,18.8,6.3,13.1
ZCTA5 99712,14837,1781,1135,2031,12.0,7.6,13.7
ZCTA5 99714,1160,204,59,208,17.6,5.1,17.9
ZCTA5 99720,226,54,18,10,23.9,8.0,4.4
ZCTA5 99721,249,35,13,16,14.1,5.2,6.4
ZCTA5 99722,185,28,9,14,15.1,4.9,7.6
ZCTA5 99723,4457,773,216,407,17.3,4.8,9.1
ZCTA5 99724,70,12,6,7,17.1,8.6,10.0
ZCTA5 99726,95,4,1,31,4.2,1.1,32.6
ZCTA5 99727,675,119,24,46,17.6,3.6,6.8
ZCTA5 99729,199,19,14,40,9.5,7.0,20.1
ZCTA5 99730,44,0,6,2,0.0,13.6,4.5
ZCTA5 99732,12,0,7,5,0.0,58.3,41.7
ZCTA5 99733,64,13,4,4,20.3,6.2,6.2
ZCTA5 99734,1314,241,201,381,18.3,15.3,29.0
ZCTA5 99736,143,38,5,15,26.6,3.5,10.5
ZCTA5 99737,4597,657,340,546,14.3,7.4,11.9
ZCTA5 99738,138,3,19,14,2.2,13.8,10.1
ZCTA5 99739,268,36,13,24,13.4,4.9,9.0
ZCTA5 99740,561,68,45,53,12.1,8.0,9.4
ZCTA5 99741,495,86,24,62,17.4,4.8,12.5
ZCTA5 99742,591,75,25,59,12.7,4.2,10.0
ZCTA5 99743,990,99,93,180,10.0,9.4,18.2
ZCTA5 99744,120,8,11,27,6.7,9.2,22.5
ZCTA5 99745,72,11,8,18,15.3,11.1,25.0
ZCTA5 99746,369,41,13,34,11.1,3.5,9.2
ZCTA5 99747,178,25,13,27,14.0,7.3,15.2
ZCTA5 99748,180,14,13,32,7.8,7.2,17.8
ZCTA5 99749,320,31,10,29,9.7,3.1,9.1
ZCTA5 99750,683,148,22,48,21.7,3.2,7.0
ZCTA5 99751,140,15,1,14,10.7,0.7,10.0
ZCTA5 99752,3372,459,212,517,13.6,6.3,15.3
ZCTA5 99753,291,46,17,25,15.8,5.8,8.6
ZCTA5 99754,58,9,3,11,15.5,5.2,19.0
ZCTA5 99755,883,151,64,95,17.1,7.2,10.8
ZCTA5 99756,45,6,10,7,13.3,22.2,15.6
ZCTA5 99757,23,0,4,3,0.0,17.4,13.0
ZCTA5 99758,177,26,12,14,14.7,6.8,7.9
ZCTA5 99759,227,43,4,15,18.9,1.8,6.6
ZCTA5 99760,504,49,54,53,9.7,10.7,10.5
ZCTA5 99761,415,72,25,53,17.3,6.0,12.8
ZCTA5 99762,4346,730,279,551,16.8,6.4,12.7
ZCTA5 99763,623,105,52,69,16.9,8.3,11.1
ZCTA5 99764,459,50,18,54,10.9,3.9,11.8
ZCTA5 99765,236,42,25,31,17.8,10.6,13.1
ZCTA5 99766,636,99,60,46,15.6,9.4,7.2
ZCTA5 99767,57,6,0,4,10.5,0.0,7.0
ZCTA5 99768,185,13,9,16,7.0,4.9,8.6
ZCTA5 99769,975,148,55,85,15.2,5.6,8.7
ZCTA5 99770,792,129,23,46,16.3,2.9,5.8
ZCTA5 99771,302,58,15,32,19.2,5.0,10.6
ZCTA5 99772,498,64,22,42,12.9,4.4,8.4
ZCTA5 99773,292,50,13,28,17.1,4.5,9.6
ZCTA5 99774,15,5,2,2,33.3,13.3,13.3
ZCTA5 99775,1180,249,0,6,21.1,0.0,0.5
ZCTA5 99776,153,15,12,19,9.8,7.8,12.4
ZCTA5 99777,214,28,15,27,13.1,7.0,12.6
ZCTA5 99778,238,31,10,16,13.0,4.2,6.7
ZCTA5 99780,1776,273,128,269,15.4,7.2,15.1
ZCTA5 99781,125,7,16,10,5.6,12.8,8.0
ZCTA5 99782,494,81,21,62,16.4,4.3,12.6
ZCTA5 99783,184,31,19,13,16.8,10.3,7.1
ZCTA5 99784,156,30,11,14,19.2,7.1,9.0
ZCTA5 99785,384,60,21,28,15.6,5.5,7.3
ZCTA5 99786,260,69,8,22,26.5,3.1,8.5
ZCTA5 99788,109,20,8,19,18.3,7.3,17.4
ZCTA5 99789,496,82,27,37,16.5,5.4,7.5
ZCTA5 99790,20,0,3,9,0.0,15.0,45.0
ZCTA5 99791,162,21,9,14,13.0,5.6,8.6
ZCTA5 99801,29968,4560,2442,4127,15.2,8.1,13.8
ZCTA5 99820,510,42,70,92,8.2,13.7,18.0
ZCTA5 99824,2259,357,193,311,15.8,8.5,13.8
ZCTA5 99825,67,10,8,9,14.9,11.9,13.4
ZCTA5 99826,454,67,51,89,14.8,11.2,19.6
ZCTA5 99827,2590,273,198,298,10.5,7.6,11.5
ZCTA5 99829,808,102,80,107,12.6,9.9,13.2
ZCTA5 99830,585,88,33,95,15.0,5.6,16.2
ZCTA5 99832,91,7,7,21,7.7,7.7,23.1
ZCTA5 99833,3257,331,269,373,10.2,8.3,11.5
ZCTA5 99835,8640,1232,685,1099,14.3,7.9,12.7
ZCTA5 99836,88,8,5,3,9.1,5.7,3.4
ZCTA5 99840,1107,214,105,149,19.3,9.5,13.5
ZCTA5 99841,137,0,14,13,0.0,10.2,9.5
ZCTA5 99901,13822,1877,1058,1836,13.6,7.7,13.3
ZCTA5 99903,0,0,0,0,,,
ZCTA5 99918,213,4,34,14,1.9,16.0,6.6
ZCTA5 99919,605,65,55,100,10.7,9.1,16.5
ZCTA5 99921,1976,235,192,229,11.9,9.7,11.6
ZCTA5 99922,342,33,22,60,9.6,6.4,17.5
ZCTA5 99923,14,0,0,0,0.0,0.0,0.0
ZCTA5 99925,908,111,114,169,12.2,12.6,18.6
ZCTA5 99926,1654,229,117,220,13.8,7.1,13.3
ZCTA5 99927,0,0,0,0,,,
ZCTA5 99929,2502,301,268,382,12.0,10.7,15.3
ZCTA5 85003,8499,1726,536,1194,20.3,6.3,14.0
ZCTA5 85004,7164,1464,281,541,20.4,3.9,7.6
ZCTA5 85006,27206,5270,1615,3226,19.4,5.9,11.9
ZCTA5 85007,14428,2830,933,1670,19.6,6.5,11.6
ZCTA5 85008,62340,13357,3304,8115,21.4,5.3,13.0
ZCTA5 85009,51711,8779,2588,5557,17.0,5.0,10.7
ZCTA5 85012,7492,1179,614,939,15.7,8.2,12.5
ZCTA5 85013,21028,4343,1223,3172,20.7,5.8,15.1
ZCTA5 85014,27623,5578,1270,3766,20.2,4.6,13.6
ZCTA5 85015,41895,7511,2048,4736,17.9,4.9,11.3
ZCTA5 85016,35930,7355,2252,5057,20.5,6.3,14.1
ZCTA5 85017,42656,6036,1734,4755,14.2,4.1,11.1
ZCTA5 85018,38473,6694,2404,5218,17.4,6.2,13.6
ZCTA5 85019,27813,3749,1477,3044,13.5,5.3,10.9
ZCTA5 85020,35361,4553,2611,5017,12.9,7.4,14.2
ZCTA5 85021,43378,6835,2048,5566,15.8,4.7,12.8
ZCTA5 85022,51920,9116,3853,6357,17.6,7.4,12.2
ZCTA5 85023,34268,5908,1811,3884,17.2,5.3,11.3
ZCTA5 85024,24834,4694,1740,3686,18.9,7.0,14.8
ZCTA5 85027,37873,6959,2766,5318,18.4,7.3,14.0
ZCTA5 85028,19334,1547,1539,2519,8.0,8.0,13.0
ZCTA5 85029,47080,7092,3113,6130,15.1,6.6,13.0
ZCTA5 85031,33886,4761,1546,3828,14.1,4.6,11.3
ZCTA5 85032,73203,12485,5177,9587,17.1,7.1,13.1
ZCTA5 85033,64832,9579,2782,6943,14.8,4.3,10.7
ZCTA5 85034,5045,908,217,363,18.0,4.3,7.2
ZCTA5 85035,59660,10477,2174,6523,17.6,3.6,10.9
ZCTA5 85037,54817,8251,2401,7115,15.1,4.4,13.0
ZCTA5 85040,35204,5117,1676,4027,14.5,4.8,11.4
ZCTA5 85041,62152,9700,3372,6692,15.6,5.4,10.8
ZCTA5 85042,47957,8396,2790,5994,17.5,5.8,12.5
ZCTA5 85043,38704,6496,1373,3617,16.8,3.5,9.3
ZCTA5 85044,41746,6733,3273,5777,16.1,7.8,13.8
ZCTA5 85045,7008,619,856,1478,8.8,12.2,21.1
ZCTA5 85048,35765,4466,3050,6074,12.5,8.5,17.0
ZCTA5 85050,32039,3608,1795,5194,11.3,5.6,16.2
ZCTA5 85051,45313,6581,2762,5656,14.5,6.1,12.5
ZCTA5 85053,30608,5385,1742,4020,17.6,5.7,13.1
ZCTA5 85054,7785,2117,541,1003,27.2,6.9,12.9
ZCTA5 85083,19923,1472,1070,3621,7.4,5.4,18.2
ZCTA5 85085,23700,3579,1276,3388,15.1,5.4,14.3
ZCTA5 85086,42179,3403,2997,7049,8.1,7.1,16.7
ZCTA5 85087,7991,568,463,1444,7.1,5.8,18.1
ZCTA5 85118,13091,496,1180,1067,3.8,9.0,8.2
ZCTA5 85119,24255,2007,1498,2893,8.3,6.2,11.9
ZCTA5 85120,31842,3043,2463,3506,9.6,7.7,11.0
ZCTA5 85121,1499,244,75,151,16.3,5.0,10.1
ZCTA5 85122,58724,7856,3260,6627,13.4,5.6,11.3
ZCTA5 85123,11265,1285,610,977,11.4,5.4,8.7
ZCTA5 85128,17053,2588,1034,2169,15.2,6.1,12.7
ZCTA5 85131,20055,4748,1154,2460,23.7,5.8,12.3
ZCTA5 85132,39903,8033,2464,4767,20.1,6.2,11.9
ZCTA5 85135,490,35,44,84,7.1,9.0,17.1
ZCTA5 85137,2535,339,164,294,13.4,6.5,11.6
ZCTA5 85138,38446,4837,1950,4516,12.6,5.1,11.7
ZCTA5 85139,17939,2397,1014,2125,13.4,5.7,11.8
ZCTA5 85140,47244,6336,2420,5057,13.4,5.1,10.7
ZCTA5 85141,430,33,20,87,7.7,4.7,20.2
ZCTA5 85142,71423,7545,3564,10335,10.6,5.0,14.5
ZCTA5 85143,39153,4755,2290,4391,12.1,5.8,11.2
ZCTA5 85145,4203,660,88,374,15.7,2.1,8.9
ZCTA5 85147,3644,859,210,493,23.6,5.8,13.5
ZCTA5 85172,1991,201,37,227,10.1,1.9,11.4
ZCTA5 85173,3098,418,132,235,13.5,4.3,7.6
ZCTA5 85192,2616,143,178,436,5.5,6.8,16.7
ZCTA5 85193,6142,1057,192,670,17.2,3.1,10.9
ZCTA5 85194,7948,761,341,732,9.6,4.3,9.2
ZCTA5 85201,54110,10775,2777,5240,19.9,5.1,9.7
ZCTA5 85202,40364,8121,1909,4241,20.1,4.7,10.5
ZCTA5 85203,39797,6539,2423,4874,16.4,6.1,12.2
ZCTA5 85204,67924,11736,3742,8111,17.3,5.5,11.9
ZCTA5 85205,43135,4737,2893,5327,11.0,6.7,12.3
ZCTA5 85206,37230,5061,1977,3455,13.6,5.3,9.3
ZCTA5 85207,49863,5198,3921,7330,10.4,7.9,14.7
ZCTA5 85208,37109,3499,2403,3885,9.4,6.5,10.5
ZCTA5 85209,41407,5421,2079,4258,13.1,5.0,10.3
ZCTA5 85210,41073,7851,2375,4501,19.1,5.8,11.0
ZCTA5 85212,37204,4620,1959,4799,12.4,5.3,12.9
ZCTA5 85213,36916,4334,2531,4109,11.7,6.9,11.1
ZCTA5 85215,16471,1305,1531,2143,7.9,9.3,13.0
ZCTA5 85224,43834,8255,2942,5125,18.8,6.7,11.7
ZCTA5 85225,70356,12037,5339,9104,17.1,7.6,12.9
ZCTA5 85226,39157,6354,2798,5991,16.2,7.1,15.3
ZCTA5 85233,35640,5406,2205,5752,15.2,6.2,16.1
ZCTA5 85234,49056,6527,3106,6621,13.3,6.3,13.5
ZCTA5 85248,35040,2114,1995,3866,6.0,5.7,11.0
ZCTA5 85249,39618,2668,2549,5952,6.7,6.4,15.0
ZCTA5 85250,17688,3217,1204,2532,18.2,6.8,14.3
ZCTA5 85251,41102,8944,2470,5246,21.8,6.0,12.8
ZCTA5 85253,18811,1499,1826,2641,8.0,9.7,14.0
ZCTA5 85254,47185,5733,3434,6532,12.2,7.3,13.8
ZCTA5 85255,43956,2350,3656,7510,5.3,8.3,17.1
ZCTA5 85256,6173,1093,289,803,17.7,4.7,13.0
ZCTA5 85257,33392,8297,1983,3814,24.8,5.9,11.4
ZCTA5 85258,25755,2213,2030,3420,8.6,7.9,13.3
ZCTA5 85259,23364,2056,2477,3795,8.8,10.6,16.2
ZCTA5 85260,39861,4953,3150,5464,12.4,7.9,13.7
ZCTA5 85262,11872,311,1262,1854,2.6,10.6,15.6
ZCTA5 85263,2907,41,196,152,1.4,6.7,5.2
ZCTA5 85264,1345,148,134,153,11.0,10.0,11.4
ZCTA5 85266,13253,272,1229,1934,2.1,9.3,14.6
ZCTA5 85268,25022,1379,2432,3472,5.5,9.7,13.9
ZCTA5 85281,66833,16154,1981,4297,24.2,3.0,6.4
ZCTA5 85282,55664,12063,2686,5695,21.7,4.8,10.2
ZCTA5 85283,51495,11135,2671,6193,21.6,5.2,12.0
ZCTA5 85284,19909,2631,1652,3081,13.2,8.3,15.5
ZCTA5 85286,44885,6623,2277,6966,14.8,5.1,15.5
ZCTA5 85295,47791,7217,2065,6329,15.1,4.3,13.2
ZCTA5 85296,44564,5915,2854,5792,13.3,6.4,13.0
ZCTA5 85297,33868,3850,1128,4552,11.4,3.3,13.4
ZCTA5 85298,31593,3130,1499,4800,9.9,4.7,15.2
ZCTA5 85301,68579,10105,3474,8007,14.7,5.1,11.7
ZCTA5 85302,40186,6456,2721,5536,16.1,6.8,13.8
ZCTA5 85303,35142,5485,1931,4560,15.6,5.5,13.0
ZCTA5 85304,28113,3886,1644,3909,13.8,5.8,13.9
ZCTA5 85305,13370,2001,584,2231,15.0,4.4,16.7
ZCTA5 85306,25520,4313,1987,3429,16.9,7.8,13.4
ZCTA5 85307,11108,2225,431,991,20.0,3.9,8.9
ZCTA5 85308,66706,9829,5598,9373,14.7,8.4,14.1
ZCTA5 85309,678,0,0,0,0.0,0.0,0.0
ZCTA5 85310,20267,1933,1571,3491,9.5,7.8,17.2
ZCTA5 85320,1207,138,97,92,11.4,8.0,7.6
ZCTA5 85321,4009,403,201,287,10.1,5.0,7.2
ZCTA5 85322,670,107,57,69,16.0,8.5,10.3
ZCTA5 85323,43968,7535,2156,4611,17.1,4.9,10.5
ZCTA5 85324,2825,222,434,309,7.9,15.4,10.9
ZCTA5 85325,1288,9,61,103,0.7,4.7,8.0
ZCTA5 85326,63317,10347,2757,8297,16.3,4.4,13.1
ZCTA5 85328,367,64,0,116,17.4,0.0,31.6
ZCTA5 85331,30727,1962,2762,5204,6.4,9.0,16.9
ZCTA5 85332,1747,207,106,86,11.8,6.1,4.9
ZCTA5 85333,565,65,56,62,11.5,9.9,11.0
ZCTA5 85334,1160,112,69,304,9.7,5.9,26.2
ZCTA5 85335,35333,6077,1626,3941,17.2,4.6,11.2
ZCTA5 85336,510,53,24,76,10.4,4.7,14.9
ZCTA5 85337,2626,423,115,265,16.1,4.4,10.1
ZCTA5 85338,50122,6071,2766,6925,12.1,5.5,13.8
ZCTA5 85339,47958,7070,2493,6199,14.7,5.2,12.9
ZCTA5 85340,35316,3951,2419,5029,11.2,6.8,14.2
ZCTA5 85341,0,0,0,0,,,
ZCTA5 85342,1637,25,169,362,1.5,10.3,22.1
ZCTA5 85343,205,50,27,0,24.4,13.2,0.0
ZCTA5 85344,10495,1174,734,1088,11.2,7.0,10.4
ZCTA5 85345,57351,9119,3873,7071,15.9,6.8,12.3
ZCTA5 85346,4248,218,166,175,5.1,3.9,4.1
ZCTA5 85347,608,49,45,43,8.1,7.4,7.1
ZCTA5 85348,2537,95,63,71,3.7,2.5,2.8
ZCTA5 85349,31488,4444,1404,3966,14.1,4.5,12.6
ZCTA5 85350,22593,3603,870,2623,15.9,3.9,11.6
ZCTA5 85351,28528,336,1400,1096,1.2,4.9,3.8
ZCTA5 85352,500,71,79,55,14.2,15.8,11.0
ZCTA5 85353,42801,8231,1648,5124,19.2,3.9,12.0
ZCTA5 85354,7719,989,506,1031,12.8,6.6,13.4
ZCTA5 85355,12998,1771,1054,1497,13.6,8.1,11.5
ZCTA5 85356,5191,378,265,578,7.3,5.1,11.1
ZCTA5 85357,408,5,36,51,1.2,8.8,12.5
ZCTA5 85360,128,17,7,41,13.3,5.5,32.0
ZCTA5 85361,6368,572,486,1049,9.0,7.6,16.5
ZCTA5 85362,739,4,161,44,0.5,21.8,6.0
ZCTA5 85363,6802,942,362,768,13.8,5.3,11.3
ZCTA5 85364,74333,11826,3775,7985,15.9,5.1,10.7
ZCTA5 85365,50865,6399,2535,4699,12.6,5.0,9.2
ZCTA5 85367,22897,2221,818,1544,9.7,3.6,6.7
ZCTA5 85371,290,55,12,11,19.0,4.1,3.8
ZCTA5 85373,19360,1434,926,1395,7.4,4.8,7.2
ZCTA5 85374,48430,4681,2756,5230,9.7,5.7,10.8
ZCTA5 85375,29452,556,1229,952,1.9,4.2,3.2
ZCTA5 85377,3333,5,255,432,0.2,7.7,13.0
ZCTA5 85379,47663,6105,2986,6433,12.8,6.3,13.5
ZCTA5 85381,24997,3144,1765,3619,12.6,7.1,14.5
ZCTA5 85382,38890,4388,2510,5016,11.3,6.5,12.9
ZCTA5 85383,55327,5787,3744,7624,10.5,6.8,13.8
ZCTA5 85387,10512,1000,573,1067,9.5,5.5,10.2
ZCTA5 85388,30817,2894,1173,3853,9.4,3.8,12.5
ZCTA5 85390,9314,949,760,770,10.2,8.2,8.3
ZCTA5 85392,39054,6215,2001,5257,15.9,5.1,13.5
ZCTA5 85395,30491,3239,1774,4064,10.6,5.8,13.3
ZCTA5 85396,20905,1896,1206,2600,9.1,5.8,12.4
ZCTA5 85501,12805,1540,996,1425,12.0,7.8,11.1
ZCTA5 85530,1771,328,97,190,18.5,5.5,10.7
ZCTA5 85531,323,46,0,65,14.2,0.0,20.1
ZCTA5 85533,3361,336,174,356,10.0,5.2,10.6
ZCTA5 85534,2753,181,195,341,6.6,7.1,12.4
